,word,root,part_of_speech
3160,faithful,faithful,adjective
3161,unfaithful,faithful,adjective
3162,faithfully,faithful,adverb
3163,faith,faithfully,noun
3164,faithfulness,faithfully,noun
3165,faithful,faithfully,adjective
3166,unfaithful,faithfully,adjective
3167,faithfully,faithfully,adverb
3168,fame,fame,noun
3169,famed,fame,adjective
3170,famous,fame,adjective
3171,infamous,fame,adjective
3172,famously,fame,adverb
3173,familiarity,familiar,noun
3174,family,familiar,noun
3175,familiar,familiar,adjective
3176,unfamiliar,familiar,adjective
3177,familiarize,familiar,verb
3178,familiarly,familiar,adverb
3179,familiarity,familiarize,noun
3180,family,familiarize,noun
3181,familiar,familiarize,adjective
3182,unfamiliar,familiarize,adjective
3183,familiarize,familiarize,verb
3184,familiarly,familiarize,adverb
3185,familiarity,family,noun
3186,family,family,noun
3187,familiar,family,adjective
3188,unfamiliar,family,adjective
3189,familiarize,family,verb
3190,familiarly,family,adverb
3191,fame,famous,noun
3192,famed,famous,adjective
3193,famous,famous,adjective
3194,infamous,famous,adjective
3195,famously,famous,adverb
3196,fashion,fashion,noun
3197,fashionable,fashion,adjective
3198,unfashionable,fashion,adjective
3199,fashion,fashion,verb
3200,fashionably,fashion,adverb
3201,fashion,fashionable,noun
3202,fashionable,fashionable,adjective
3203,unfashionable,fashionable,adjective
3204,fashion,fashionable,verb
3205,fashionably,fashionable,adverb
3206,fastener,fasten,noun
3207,fasten,fasten,verb
3208,unfasten,fasten,verb
3209,fat,fat,noun
3210,fat,fat,adjective
3211,fattening,fat,adjective
3212,fatty,fat,adjective
3213,fatten,fat,verb
3214,fat,fatty,noun
3215,fat,fatty,adjective
3216,fattening,fatty,adjective
3217,fatty,fatty,adjective
3218,fatten,fatty,verb
3219,fault,fault,noun
3220,faultless,fault,adjective
3221,faulty,fault,adjective
3222,fault,fault,verb
3223,faultlessly,fault,adverb
3224,fault,faultless,noun
3225,faultless,faultless,adjective
3226,faulty,faultless,adjective
3227,fault,faultless,verb
3228,faultlessly,faultless,adverb
3229,fault,faulty,noun
3230,faultless,faulty,adjective
3231,faulty,faulty,adjective
3232,fault,faulty,verb
3233,faultlessly,faulty,adverb
3234,fear,fear,noun
3235,fearful,fear,adjective
3236,fearless,fear,adjective
3237,fearsome,fear,adjective
3238,fear,fear,verb
3239,fearfully,fear,adverb
3240,fearlessly,fear,adverb
3241,fear,fearful,noun
3242,fearful,fearful,adjective
3243,fearless,fearful,adjective
3244,fearsome,fearful,adjective
3245,fear,fearful,verb
3246,fearfully,fearful,adverb
3247,fearlessly,fearful,adverb
3248,fear,fearless,noun
3249,fearful,fearless,adjective
3250,fearless,fearless,adjective
3251,fearsome,fearless,adjective
3252,fear,fearless,verb
3253,fearfully,fearless,adverb
3254,fearlessly,fearless,adverb
3255,feel,feel,noun
3256,feeling,feel,noun
3257,unfeeling,feel,adjective
3258,feel,feel,verb
3259,feel,feeling,noun
3260,feeling,feeling,noun
3261,unfeeling,feeling,adjective
3262,feel,feeling,verb
3263,fiction,fiction,noun
3264,fictional,fiction,adjective
3265,fiction,fictional,noun
3266,fictional,fictional,adjective
3267,fill,fill,noun
3268,refill,fill,noun
3269,filling,fill,noun
3270,filling,fill,adjective
3271,fill,fill,verb
3272,refill,fill,verb
3273,final,final,noun
3274,finalist,final,noun
3275,final,final,adjective
3276,finalize,final,verb
3277,finally,final,adverb
3278,final,finally,noun
3279,finalist,finally,noun
3280,final,finally,adjective
3281,finalize,finally,verb
3282,finally,finally,adverb
3283,finish,finish,noun
3284,finished,finish,adjective
3285,unfinished,finish,adjective
3286,finish,finish,verb
3287,firmness,firm,noun
3288,infirmity,firm,noun
3289,firm,firm,adjective
3290,infirm,firm,adjective
3291,firmly,firm,adverb
3292,firmness,firmly,noun
3293,infirmity,firmly,noun
3294,firm,firmly,adjective
3295,infirm,firmly,adjective
3296,firmly,firmly,adverb
3297,fish,fish,noun
3298,fishing,fish,noun
3299,fishy,fish,adjective
3300,fish,fish,verb
3301,fish,fishing,noun
3302,fishing,fishing,noun
3303,fishy,fishing,adjective
3304,fish,fishing,verb
3305,fit,fit,noun
3306,fittings,fit,noun
3307,fitted,fit,adjective
3308,fitting,fit,adjective
3309,fit,fit,verb
3310,fix,fix,noun
3311,fixation,fix,noun
3312,fixture,fix,noun
3313,fixed,fix,adjective
3314,transfixed,fix,adjective
3315,fix,fix,verb
3316,fix,fixed,noun
3317,fixation,fixed,noun
3318,fixture,fixed,noun
3319,fixed,fixed,adjective
3320,transfixed,fixed,adjective
3321,fix,fixed,verb
3322,flat,flat,noun
3323,flat,flat,adjective
3324,flatten,flat,verb
3325,flat,flat,adverb
3326,flatly,flat,adverb
3327,flat,flatten,noun
3328,flat,flatten,adjective
3329,flatten,flatten,verb
3330,flat,flatten,adverb
3331,flatly,flatten,adverb
3332,flower,flower,noun
3333,flowered/flowery,flower,adjective
3334,flowering,flower,adjective
3335,flower,flower,verb
3336,fold,fold,noun
3337,folder,fold,noun
3338,folding,fold,adjective
3339,folded,fold,adjective
3340,fold,fold,verb
3341,unfold,fold,verb
3342,fold,folder,noun
3343,folder,folder,noun
3344,folding,folder,adjective
3345,folded,folder,adjective
3346,fold,folder,verb
3347,unfold,folder,verb
3348,follower,follow,noun
3349,following,follow,noun
3350,following,follow,adjective
3351,follow,follow,verb
3352,follower,follower,noun
3353,following,follower,noun
3354,following,follower,adjective
3355,follow,follower,verb
3356,follower,following,noun
3357,following,following,noun
3358,following,following,adjective
3359,follow,following,verb
3360,force,force,noun
3361,forceful,force,adjective
3362,forcible,force,adjective
3363,force,force,verb
3364,forcefully,force,adverb
3365,forcibly,force,adverb
3366,force,forceful,noun
3367,forceful,forceful,adjective
3368,forcible,forceful,adjective
3369,force,forceful,verb
3370,forcefully,forceful,adverb
3371,forcibly,forceful,adverb
3372,forest,forest,noun
3373,forestry,forest,noun
3374,deforestation,forest,noun
3375,forgetful,forget,adjective
3376,unforgettable,forget,adjective
3377,forget,forget,verb
3378,forgetfully,forget,adverb
3379,forgiveness,forgive,noun
3380,forgive,forgive,verb
3381,forgiveness,forgiveness,noun
3382,forgive,forgiveness,verb
3383,form,form,noun
3384,formation,form,noun
3385,transformation,form,noun
3386,reformer,form,noun
3387,transformer,form,noun
3388,reformed,form,adjective
3389,form,form,verb
3390,reform,form,verb
3391,transform,form,verb
3392,formality,formal,noun
3393,formal,formal,adjective
3394,informal,formal,adjective
3395,formalize,formal,verb
3396,formally,formal,adverb
3397,informally,formal,adverb
3398,formality,formally,noun
3399,formal,formally,adjective
3400,informal,formally,adjective
3401,formalize,formally,verb
3402,formally,formally,adverb
3403,informally,formally,adverb
3404,form,formation,noun
3405,formation,formation,noun
3406,transformation,formation,noun
3407,reformer,formation,noun
3408,transformer,formation,noun
3409,reformed,formation,adjective
3410,form,formation,verb
3411,reform,formation,verb
3412,transform,formation,verb
3413,fortune,fortunate,noun
3414,fortunate,fortunate,adjective
3415,unfortunate,fortunate,adjective
3416,fortunately,fortunate,adverb
3417,unfortunately,fortunate,adverb
3418,fortune,fortunately,noun
3419,fortunate,fortunately,adjective
3420,unfortunate,fortunately,adjective
3421,fortunately,fortunately,adverb
3422,unfortunately,fortunately,adverb
3423,fortune,fortune,noun
3424,fortunate,fortune,adjective
3425,unfortunate,fortune,adjective
3426,fortunately,fortune,adverb
3427,unfortunately,fortune,adverb
3428,freebie,free,noun
3429,freedom,free,noun
3430,free,free,adjective
3431,free,free,verb
3432,free,free,adverb
3433,freely,free,adverb
3434,freebie,freedom,noun
3435,freedom,freedom,noun
3436,free,freedom,adjective
3437,free,freedom,verb
3438,free,freedom,adverb
3439,freely,freedom,adverb
3440,freebie,freely,noun
3441,freedom,freely,noun
3442,free,freely,adjective
3443,free,freely,verb
3444,free,freely,adverb
3445,freely,freely,adverb
3446,freeze,freeze,noun
3447,freezer,freeze,noun
3448,freezing,freeze,noun
3449,freezing,freeze,adjective
3450,frozen,freeze,adjective
3451,freeze,freeze,verb
3452,freeze,freezer,noun
3453,freezer,freezer,noun
3454,freezing,freezer,noun
3455,freezing,freezer,adjective
3456,frozen,freezer,adjective
3457,freeze,freezer,verb
3458,freeze,freezing,noun
3459,freezer,freezing,noun
3460,freezing,freezing,noun
3461,freezing,freezing,adjective
3462,frozen,freezing,adjective
3463,freeze,freezing,verb
3464,frequency,frequent,noun
3465,infrequency,frequent,noun
3466,frequent,frequent,adjective
3467,infrequent,frequent,adjective
3468,frequent,frequent,verb
3469,frequently,frequent,adverb
3470,infrequently,frequent,adverb
3471,frequency,frequently,noun
3472,infrequency,frequently,noun
3473,frequent,frequently,adjective
3474,infrequent,frequently,adjective
3475,frequent,frequently,verb
3476,frequently,frequently,adverb
3477,infrequently,frequently,adverb
3478,freshness,fresh,noun
3479,refreshments,fresh,noun
3480,fresh,fresh,adjective
3481,refreshing,fresh,adjective
3482,freshen,fresh,verb
3483,refresh,fresh,verb
3484,freshly,fresh,adverb
3485,refreshingly,fresh,adverb
3486,friend,friend,noun
3487,friendliness,friend,noun
3488,friendly,friend,adjective
3489,unfriendly,friend,adjective
3490,befriend,friend,verb
3491,friend,friendliness,noun
3492,friendliness,friendliness,noun
3493,friendly,friendliness,adjective
3494,unfriendly,friendliness,adjective
3495,befriend,friendliness,verb
3496,friend,friendly,noun
3497,friendliness,friendly,noun
3498,friendly,friendly,adjective
3499,unfriendly,friendly,adjective
3500,befriend,friendly,verb
3501,fright,fright,noun
3502,frightened,fright,adjective
3503,frightening,fright,adjective
3504,frightful,fright,adjective
3505,frighten,fright,verb
3506,frighteningly,fright,adverb
3507,frightfully,fright,adverb
3508,fright,frighten,noun
3509,frightened,frighten,adjective
3510,frightening,frighten,adjective
3511,frightful,frighten,adjective
3512,frighten,frighten,verb
3513,frighteningly,frighten,adverb
3514,frightfully,frighten,adverb
3515,fright,frightened,noun
3516,frightened,frightened,adjective
3517,frightening,frightened,adjective
3518,frightful,frightened,adjective
3519,frighten,frightened,verb
3520,frighteningly,frightened,adverb
3521,frightfully,frightened,adverb
3522,fright,frightening,noun
3523,frightened,frightening,adjective
3524,frightening,frightening,adjective
3525,frightful,frightening,adjective
3526,frighten,frightening,verb
3527,frighteningly,frightening,adverb
3528,frightfully,frightening,adverb
3529,freeze,frozen,noun
3530,freezer,frozen,noun
3531,freezing,frozen,noun
3532,freezing,frozen,adjective
3533,frozen,frozen,adjective
3534,freeze,frozen,verb
3535,fruit,fruit,noun
3536,fruition,fruit,noun
3537,fruitful,fruit,adjective
3538,fruitless,fruit,adjective
3539,fruity,fruit,adjective
3540,fruitfully,fruit,adverb
3541,fruitlessly,fruit,adverb
3542,fruit,fruitful,noun
3543,fruition,fruitful,noun
3544,fruitful,fruitful,adjective
3545,fruitless,fruitful,adjective
3546,fruity,fruitful,adjective
3547,fruitfully,fruitful,adverb
3548,fruitlessly,fruitful,adverb
3549,fund,fund,noun
3550,refund,fund,noun
3551,funding,fund,noun
3552,fund,fund,verb
3553,refund,fund,verb
3554,fund,funding,noun
3555,refund,funding,noun
3556,funding,funding,noun
3557,fund,funding,verb
3558,refund,funding,verb
3559,furniture,furnished,noun
3560,furnished,furnished,adjective
3561,unfurnished,furnished,adjective
3562,furnish,furnished,verb
3563,furniture,furniture,noun
3564,furnished,furniture,adjective
3565,unfurnished,furniture,adjective
3566,furnish,furniture,verb
3567,garden,garden,noun
3568,gardener,garden,noun
3569,gardening,garden,noun
3570,garden,gardener,noun
3571,gardener,gardener,noun
3572,gardening,gardener,noun
3573,garden,gardening,noun
3574,gardener,gardening,noun
3575,gardening,gardening,noun
3576,generalization,general,noun
3577,general,general,adjective
3578,generalize,general,verb
3579,generally,general,adverb
3580,generalization,generalization,noun
3581,general,generalization,adjective
3582,generalize,generalization,verb
3583,generally,generalization,adverb
3584,generalization,generalize,noun
3585,general,generalize,adjective
3586,generalize,generalize,verb
3587,generally,generalize,adverb
3588,generalization,generally,noun
3589,general,generally,adjective
3590,generalize,generally,verb
3591,generally,generally,adverb
3592,generosity,generosity,noun
3593,generous,generosity,adjective
3594,generously,generosity,adverb
3595,generosity,generous,noun
3596,generous,generous,adjective
3597,generously,generous,adverb
3598,generosity,generously,noun
3599,generous,generously,adjective
3600,generously,generously,adverb
3601,gentleness,gentle,noun
3602,gentle,gentle,adjective
3603,gently,gentle,adverb
3604,gentleness,gently,noun
3605,gentle,gently,adjective
3606,gently,gently,adverb
3607,glad,glad,adjective
3608,gladden,glad,verb
3609,gladly,glad,adverb
3610,glass,glass,noun
3611,glassy,glass,adjective
3612,good,good,noun
3613,goodness,good,noun
3614,goodies,good,noun
3615,good,good,adjective
3616,good,goodness,noun
3617,goodness,goodness,noun
3618,goodies,goodness,noun
3619,good,goodness,adjective
3620,government,govern,noun
3621,governor,govern,noun
3622,governmental,govern,adjective
3623,governing,govern,adjective
3624,govern,govern,verb
3625,government,government,noun
3626,governor,government,noun
3627,governmental,government,adjective
3628,governing,government,adjective
3629,govern,government,verb
3630,gratitude,grateful,noun
3631,ingratitude,grateful,noun
3632,grateful,grateful,adjective
3633,ungrateful,grateful,adjective
3634,gratefully,grateful,adverb
3635,greatness,great,noun
3636,great,great,adjective
3637,greatly,great,adverb
3638,greatness,greatly,noun
3639,great,greatly,adjective
3640,greatly,greatly,adverb
3641,greatness,greatness,noun
3642,great,greatness,adjective
3643,greatly,greatness,adverb
3644,green,green,noun
3645,greenery,green,noun
3646,green,green,adjective
3647,ground,ground,noun
3648,underground,ground,noun
3649,grounding,ground,noun
3650,groundless,ground,adjective
3651,underground,ground,adjective
3652,ground,ground,verb
3653,underground,ground,adverb
3654,grower,grow,noun
3655,growth,grow,noun
3656,undergrowth,grow,noun
3657,growing,grow,adjective
3658,grown,grow,adjective
3659,overgrown,grow,adjective
3660,grow,grow,verb
3661,outgrow,grow,verb
3662,grower,growing,noun
3663,growth,growing,noun
3664,undergrowth,growing,noun
3665,growing,growing,adjective
3666,grown,growing,adjective
3667,overgrown,growing,adjective
3668,grow,growing,verb
3669,outgrow,growing,verb
3670,grower,growth,noun
3671,growth,growth,noun
3672,undergrowth,growth,noun
3673,growing,growth,adjective
3674,grown,growth,adjective
3675,overgrown,growth,adjective
