,word,part_of_speech,transcription,hint,lvl,label,definition,examples,order_num,root_word
3699,disguise ,verb,/dɪsˈgaɪz/,DIFFERENT APPEARANCE,B2,T,"to give a new appearance to a person or thing, especially in order to hide its true form","['He disguised himself by shaving his head and wearing a false beard.', 'Minor skin imperfections can usually be disguised with make-up.', 'We tried to disguise the fact that it was just a school hall by putting up coloured lights and balloons.']",1646,disguise
3700,disguise ,verb,/dɪsˈgaɪz/,HIDE,C2,T,to hide something such as a feeling or opinion,"[""She couldn't disguise her disappointment.""]",1646,disguise
3701,disgust,noun,/dɪsˈgʌst/,,C2,U,a very strong feeling of dislike or disapproval,['She walked out in disgust.'],1647,disgust
3702,disgusted,adjective,/dɪsˈɡʌs.tɪd/,,C1,,feeling extreme dislike or disapproval of something,"[""I'm totally disgusted with your behaviour.""]",1648,disgusted
3703,disgusting,adjective,/dɪsˈgʌs.tɪŋ/,,B1,,extremely unpleasant or unacceptable,"[""It's disgusting that there are no schools or hospitals for these people."", 'Passengers were kept for hours in a disgusting waiting room.']",1649,disgusting
3704,dish ,noun,/dɪʃ/,CONTAINER,A2,C,a curved container for eating and serving food from,['an oven-proof dish'],1650,dish
3705,dish ,noun,/dɪʃ/,FOOD,A2,C,food prepared in a particular way as part of a meal,['a chicken/vegetarian dish'],1650,dish
3706,the dishes,noun,/dɪʃ/,,A2,C,"dirty plates, bowls and other objects that have been used for cooking or eating food","[""Who's going to wash the dishes?""]",1650,dish
3707,dishonest,adjective,/dɪˈsɒn.ɪst/,,B2,,not honest and likely to lie or do something illegal,"['a dishonest lawyer', 'a dishonest way of making money', ""He's been dishonest in his dealings with us/about his past.""]",1651,dishonest
3708,dishonestly,adverb,/dɪˈsɒn.ɪst.li/,,C1,,in a dishonest way,['She acted dishonestly.'],1652,dishonestly
3709,dishonesty,noun,/dɪˈsɒn.ɪ.sti/,,B2,U,when someone is not honest,['Her dishonesty landed her in prison.'],1653,dishonesty
3710,dishwasher,noun,/ˈdɪʃˌwɒʃ.ər/,,B1,C,"a machine that washes dirty plates, cups, forks, etc",['I was just loading the dishwasher.'],1654,dishwasher
3711,disillusioned,adjective,/ˌdɪs.ɪˈluː.ʒənd/,,C2,,feeling disappointed because something is not as good as you thought it was,"[""She says she's disillusioned with the music business.""]",1655,disillusioned
3712,disk,noun,/dɪsk/,,B1,C,a piece of computer equipment that records and stores information electronically,"['the hard disk', 'How much disk space is there?']",1656,disk
3713,dislike,verb,/dɪˈslaɪk/,,B1,T,to not like someone or something,"['Why do you dislike her so much?', 'I dislike walking and I hate the countryside.']",1657,dislike
3714,likes and dislikes,noun,/dɪˈslaɪk/,,B1,U or no plural,things that you do and do not like,['What are your top five likes and dislikes?'],1657,dislike
3715,dislike,noun,/dɪˈslaɪk/,,B2,U or no plural,when you do not like someone or something,['a dislike of cold weather'],1657,dislike
3716,disloyal,adjective,/ˌdɪˈslɔɪ.əl/,,C2,,not loyal or not supporting someone who you should support,"[""I don't want to be disloyal to my friend.""]",1658,disloyal
3717,dismay,noun,/dɪˈsmeɪ/,,C2,U,a feeling of unhappiness and disappointment,"['To our dismay, it started raining.']",1659,dismay
3718,dismiss ,verb,/dɪˈsmɪs/,NOT CONSIDER,C1,often passive,to refuse to consider an idea or opinion,['The committee dismissed the idea as rubbish.'],1660,dismiss
3719,dismiss ,verb,/dɪˈsmɪs/,MAKE LEAVE,C1,often passive,to officially make someone leave their job,['Anyone who breaks company rules will be dismissed.'],1660,dismiss
3720,dismissal ,noun,/dɪˈsmɪs.əl/,IDEA,C1,U,when someone refuses to consider an idea or opinion,['I was angered by his dismissal of my worries.'],1661,dismissal
3721,dismissal ,noun,/dɪˈsmɪs.əl/,JOB,C1,C or U,when an employer officially makes someone leave their job,"['a letter of dismissal', 'She accused her employers of unfair dismissal.']",1661,dismissal
3722,disorder ,noun,/dɪˈsɔː.dər/,ILLNESS,C1,C,an illness or medical condition,['a blood disorder'],1662,disorder
3723,disorder ,noun,/dɪˈsɔː.dər/,BAD BEHAVIOUR,C1,U,"uncontrolled, bad behaviour, especially by large groups of people","['crime and disorder', 'public/civil disorder']",1662,disorder
3724,disorder ,noun,/dɪˈsɔː.dər/,NOT ORGANIZED,C2,U,when things are untidy or confused and not organized,['His financial affairs are in complete disorder.'],1662,disorder
3725,disorganized ,adjective,/dɪˈsɔː.gə.naɪzd/,OF SOMETHING,B2,,not planned or organized well,['The whole conference was totally disorganized - nobody knew what they were supposed to be doing.'],1663,disorganized
3726,disorganized ,adjective,/dɪˈsɔː.gə.naɪzd/,OF SOMEONE,B2,,not good at planning or organizing things,"[""He's impossible to work for - he's so disorganized.""]",1663,disorganized
3727,displace,verb,/dɪˈspleɪs/,,C1,T,to take the place of someone or something,['Many of these workers will be displaced by modern technology.'],1664,displace
3728,displacement,noun,/dɪˈspleɪs.mənt/,,C1,U,the act of displacing something,['Widespread flooding has led to the displacement of thousands of people.'],1665,displacement
3729,display ,noun,/dɪˈspleɪ/,ARRANGEMENT,B1,C,a collection of objects or pictures arranged for people to look at,"[""a display of children's paintings""]",1666,display
3730,on display (),noun,/dɪˈspleɪ/,,B1,C,"If something is on display, it is there for people to look at",['Many old aircraft are on display at the museum at the moment.'],1666,display
3731,display ,noun,/dɪˈspleɪ/,ON SCREEN,B1,C or U,when something is shown electronically such as on a computer screen,['The display problems might be due to a shortage of disk space.'],1666,display
3732,display ,noun,/dɪˈspleɪ/,SHOW,B2,C,a performance or show for people to watch,['a firework display'],1666,display
3733,"a display of affection/anger, etc.",noun,/dɪˈspleɪ/,,C2,C,when someone behaves in a way that shows they have a particular feeling or attitude,['The politicians shook hands in a display of unity for the media.'],1666,display
3734,display ,verb,/dɪˈspleɪ/,ARRANGE,B1,T,to arrange something somewhere so that people can see it,['Family photographs were displayed on the wall.'],1666,display
3735,display ,verb,/dɪˈspleɪ/,ON SCREEN,B2,I or T,to show something electronically such as on a computer screen,['The text can be displayed and edited on screen.'],1666,display
3736,display ,verb,/dɪˈspleɪ/,FEELING,C2,T,to show how you feel by your expression or behaviour,['He never displayed any interest in girls.'],1666,display
3737,disposable,adjective,/dɪˈspəʊ.zə.bl ̩/,,C2,,intended to be used only once and then thrown away,['a disposable camera/razor'],1667,disposable
3738,disposable income,noun,/dɪˌspəʊ.zə.bl ̩ˈɪŋ.kʌm/,,C2,C or U,"the amount of money that you have available to spend after tax, rent and other basic things that you must pay",['Most of our customers have a large disposable income.'],1668,disposable income
3739,disposal,noun,/dɪˈspəʊ.zəl/,,B2,U,"when you get rid of something, especially by throwing it away","['waste disposal', 'the disposal of hazardous substances']",1669,disposal
3740,at sb's disposal,noun,/dɪˈspəʊ.zəl/,,B2,U,available for you to use at any time,['We will have a car at our disposal for the whole trip.'],1669,disposal
3741,dispose of sth,verb,/dɪˈspəʊz/,,C1,,"to get rid of something, especially by throwing it away",['I need to dispose of these old clothes.'],1670,dispose
3742,be disposed to do sth,adjective,/dɪˈspəʊzd/,,C2,,to be willing or likely to do something,"[""I tried to tell her but she didn't seem disposed to listen.""]",1671,disposed
3743,disposition,noun,/ˌdɪs.pəˈzɪʃ.ən/,,C2,C,the type of character someone has,['a cheerful/nervous disposition'],1672,disposition
3744,dispute,noun,/ˈdɪ.spjuːt/,,C2,C or U,"a disagreement, especially one that lasts a long time","['A man stabbed his neighbour in a dispute over noise.', 'The unions are in dispute with management over pay.']",1673,dispute
3745,beyond dispute,noun,/ˈdɪ.spjuːt/,,C2,C or U,certain or certainly,"['Her skill is beyond dispute.', 'He is beyond dispute the finest actor in Hollywood today.']",1673,dispute
3746,dispute,verb,/dɪsˈpjuːt/,,C2,T,to disagree with something someone says,"[""I'm not disputing that the drug has benefits.""]",1673,dispute
3747,disqualify,verb,/dɪˈskwɒl.ɪ.faɪ/,,C2,T,to stop someone from being in a competition or doing some other activity because they have done something wrong,['She was disqualified from the race after a drugs test.'],1674,disqualify
3748,disrespect,noun,/ˌdɪs.rɪˈspekt/,,C1,U,when someone does not show any respect or behave politely towards someone or something,['a disrespect for authority'],1675,disrespect
3749,disrespectful,adjective,/ˌdɪs.rɪˈspekt.fəl/,,C2,,being rude and not showing any respect,"[""Don't be disrespectful to your mother.""]",1676,disrespectful
3750,disrupt,verb,/dɪsˈrʌpt/,,B2,T,to interrupt something and stop it continuing as it should,"[""A heavy fall of snow had disrupted the city's transport system."", 'The meeting was disrupted by a group of protesters who shouted and threw fruit at the speaker.']",1677,disrupt
3751,disruption,noun,/ˌdɪsˈrʌp.ʃən/,,C1,C or U,when something is stopped from happening as it should,['a disruption of services'],1678,disruption
3752,disruptive,adjective,/dɪsˈrʌp.tɪv/,,C2,,causing problems that interrupt something and stop it continuing as it should,['disruptive behaviour'],1679,disruptive
3753,dissatisfaction,noun,/ˌdɪs.sæt.ɪsˈfæk.ʃən/,,B2,U,when someone is dissatisfied,"[""At the moment she's experiencing a lot of dissatisfaction with her job.""]",1680,dissatisfaction
3754,dissatisfied,adjective,/ˌdɪsˈsæt.ɪs.faɪd/,,B2,,not pleased or happy with something,"[""If you're dissatisfied with the service, why don't you complain to the hotel manager?""]",1681,dissatisfied
3755,dissertation,noun,/ˌdɪs.əˈteɪ.ʃən/,,C1,C,a very long piece of writing done as part of a course of study,"[""She's writing a dissertation on American poetry.""]",1682,dissertation
3756,dissolve ,verb,/dɪˈzɒlv/,END,C1,T often passive,to end an organization or official arrangement,['They decided to dissolve the partnership.'],1683,dissolve
3757,dissolve ,verb,/dɪˈzɒlv/,BECOME LIQUID,C2,I or T,"If a solid dissolves, it becomes part of a liquid, and if you dissolve it, you make it become part of a liquid",['Dissolve two teaspoons of yeast in warm water.'],1683,dissolve
3758,distance ,noun,/ˈdɪs.tənts/,LENGTH,B1,C or U,the amount of space between two places,"[""What's the distance between Madrid and Barcelona/from Madrid to Barcelona?"", 'He travels quite a distance to work every day.', 'Does she live within walking distance of her parents?']",1684,distance
3759,distance ,noun,/ˈdɪs.tənts/,PLACE,B2,no plural,"somewhere that is far away, but close enough for you to see or hear the things that are there","['I could see Mary in the distance.', 'From a distance, it sounded like a bell ringing.']",1684,distance
3760,distant ,adjective,/ˈdɪs.tənt/,FAR AWAY,B2,,far away,"['a distant country', 'She could hear the distant sound of fireworks exploding.']",1685,distant
3761,distant ,adjective,/ˈdɪs.tənt/,NOT FRIENDLY,C1,,not friendly,['She seemed cold and distant.'],1685,distant
3762,distant ,adjective,/ˈdɪs.tənt/,RELATIVE,C2,,A distant relative is not very closely related to you,['a distant cousin'],1685,distant
3763,distinct ,adjective,/dɪˈstɪŋkt/,DIFFERENT,C1,,different and separate,['This word has three distinct meanings.'],1686,distinct
3764,distinct ,adjective,/dɪˈstɪŋkt/,CLEAR,C1,,clear and certain,"[""There's been a distinct improvement in your work.""]",1686,distinct
3765,distinct ,adjective,/dɪˈstɪŋkt/,HEAR/SEE,C2,,"easy to hear, see, or smell",['The voices gradually became louder and more distinct.'],1686,distinct
3766,distinction ,noun,/dɪˈstɪŋk.ʃən/,DIFFERENCE,B2,C or U,a difference between two similar things,"['the distinction between spoken and written language', ""There's a clear distinction between the dialects spoken in the two regions."", 'This company makes no distinction between the sexes.']",1687,distinction
3767,distinction ,noun,/dɪˈstɪŋk.ʃən/,QUALITY,C2,U,a quality or fact that makes someone or something special or different,"['wines of distinction', 'He has the distinction of being the youngest player in the World Cup finals.']",1687,distinction
